Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
51,Female,Single,2,Post Graduate,Salaried,Business,4,237161,1076856,0,6925,852,Good,1389286,3243860,Business,12,13.23,1
50,Female,Married,5,Graduate,Salaried,Government,32,246806,654726,0,42050,631,Good,1828031,204641,Car,15,17.02,1
55,Male,Single,4,Post Graduate,Salaried,Government,25,187383,1441088,4,8307,535,Good,1092393,275691,Personal,23,9.8,0
27,Female,Married,4,Post Graduate,Salaried,Private,3,294118,2189107,2,47098,334,Good,218156,2752109,Car,12,13.09,1
36,Male,Married,5,Post Graduate,Salaried,Private,29,134031,2493454,2,49856,523,Good,793673,4866227,Home,18,17.74,1
46,Female,Single,5,Post Graduate,Salaried,Business,16,38608,530310,3,49476,888,Good,2921555,964245,Education,15,14.45,0
22,Female,Married,4,High School,Self Employed,Government,27,280636,1790902,3,31446,303,Bad,845530,3212520,Home,17,11.72,0
21,Female,Married,0,High School,Salaried,Government,5,146473,3440898,2,47187,419,Good,3924988,3404491,Business,16,7.82,1
32,Male,Single,0,Graduate,Self Employed,Private,26,64040,2049427,1,17453,819,Good,4407229,1650199,Business,27,10.56,1
25,Female,Married,0,Post Graduate,Self Employed,Private,6,235119,3590530,2,39977,891,Good,2402716,4939435,Home,24,10.54,1
57,Male,Single,2,High School,Self Employed,Business,0,298205,1603987,1,45767,577,Bad,1502691,2766230,Home,16,14.41,0
52,Male,Married,1,Graduate,Self Employed,Government,9,264557,1456507,4,8380,884,Good,1567790,3229326,Business,28,8.88,1
29,Female,Married,4,Post Graduate,Salaried,Business,12,174588,2988169,1,33822,754,Good,1224377,919016,Car,9,12.43,1
55,Male,Married,3,Post Graduate,Self Employed,Business,31,188469,2472764,4,1465,531,Good,2833029,3616837,Car,20,11.4,0
39,Female,Married,5,High School,Salaried,Private,13,114358,945881,0,19302,680,Bad,3324522,4684730,Business,1,8.54,1
36,Female,Single,5,Post Graduate,Self Employed,Government,32,253689,3184861,2,27935,508,Good,4550890,1594762,Home,25,16.77,1
23,Male,Single,4,Post Graduate,Self Employed,Private,29,57168,2920537,3,19844,374,Good,761805,4938385,Home,26,13.83,0
40,Female,Single,4,High School,Salaried,Business,8,212171,1360932,0,7134,482,Good,2588458,4108207,Business,29,14.41,1
44,Female,Single,4,Graduate,Salaried,Business,5,270517,1226451,3,18420,626,Good,1460624,4512270,Business,29,11.35,0
53,Male,Single,5,Graduate,Self Employed,Government,9,183435,2806516,1,17028,360,Good,471387,3099131,Car,1,16.21,1
44,Male,Married,4,High School,Salaried,Government,10,250825,1840169,2,4165,393,Good,1497368,2911365,Business,17,17.19,1
31,Male,Single,5,High School,Self Employed,Government,19,237741,662856,2,21310,827,Good,2186707,1127401,Home,12,7.27,1
28,Male,Married,1,Graduate,Salaried,Government,24,292556,3476192,2,47625,897,Good,1182482,745093,Home,17,11.95,1
56,Male,Single,3,Graduate,Salaried,Private,11,60605,1402269,0,18157,869,Good,1943481,2783470,Business,17,14.39,1
58,Male,Single,0,High School,Self Employed,Private,21,53164,1854301,4,22205,778,Good,614063,4107237,Personal,5,16.21,1
60,Female,Single,3,High School,Salaried,Private,11,31929,1290867,1,26407,505,Good,3326646,1510047,Home,12,15.67,0
40,Male,Single,4,High School,Self Employed,Private,13,107199,1212332,0,44133,688,Good,2805243,1010589,Car,11,17.79,1
55,Male,Married,3,Post Graduate,Salaried,Business,13,218625,654422,0,12008,337,Good,2388088,2630931,Personal,28,15.34,1
45,Female,Single,4,High School,Self Employed,Private,1,245330,3430627,4,12718,879,Good,2442236,153541,Personal,21,8.38,0
55,Female,Married,3,Post Graduate,Self Employed,Private,1,80630,3005207,3,6479,502,Good,4881617,1793128,Education,2,8.75,0
45,Male,Married,2,Graduate,Self Employed,Government,5,144705,444190,3,21815,673,Good,60183,75646,Personal,25,17.47,0
49,Male,Single,3,Graduate,Salaried,Business,24,115091,2180502,2,26395,772,Good,2707956,157375,Business,20,7.27,1
38,Female,Married,0,High School,Self Employed,Private,2,50422,848308,0,55,823,Good,66668,1757536,Education,28,11.15,0
38,Male,Married,0,High School,Self Employed,Business,22,38706,1775651,4,29696,351,Bad,1641816,4975795,Car,20,11.75,0
22,Male,Single,3,Graduate,Salaried,Business,8,65743,812577,4,39149,650,Good,900768,2727722,Personal,4,9.85,0
55,Female,Married,5,Graduate,Self Employed,Business,30,280961,3488980,3,42803,370,Good,724881,1017303,Education,17,15.03,0
36,Male,Single,5,Graduate,Self Employed,Business,27,268391,3387078,4,21713,620,Good,4066124,4447860,Home,16,16.16,0
56,Female,Single,5,Graduate,Self Employed,Government,24,128449,2188056,3,16445,900,Good,4493536,1371732,Personal,1,17.52,1
53,Male,Married,3,High School,Salaried,Government,34,89190,1534708,3,28390,345,Good,939025,4707325,Education,17,17.64,0
24,Female,Married,5,Post Graduate,Salaried,Business,0,127290,2704298,0,45163,648,Good,584969,3307859,Home,21,11.31,0
53,Female,Married,1,Graduate,Self Employed,Business,1,216149,1634129,1,4265,565,Good,4113513,2050698,Education,17,17.4,0
34,Female,Married,3,Graduate,Salaried,Business,14,257787,1260805,2,32942,318,Good,851616,1477207,Home,19,12.34,1
41,Male,Married,0,Post Graduate,Self Employed,Government,15,218624,808885,1,25717,575,Good,1872816,166553,Business,5,16.17,1
40,Female,Married,5,High School,Salaried,Government,22,53393,3290291,4,40740,712,Bad,167637,3334276,Home,14,15.67,1
28,Male,Married,2,Post Graduate,Self Employed,Business,34,292000,3307373,1,15900,577,Good,489925,2535449,Personal,14,9.47,1
27,Female,Single,5,High School,Self Employed,Business,7,264840,2527041,1,4867,769,Good,1756857,2058045,Personal,7,13.28,1
23,Female,Single,0,High School,Self Employed,Business,6,252717,266223,3,25054,776,Good,1185335,816414,Personal,16,17.68,1
37,Female,Single,1,High School,Salaried,Business,20,36447,1994110,0,19997,834,Good,765531,3084559,Personal,17,12.79,1
53,Male,Married,3,High School,Self Employed,Government,34,128487,2254263,4,25166,674,Good,2500912,1665941,Car,4,12.75,1
32,Male,Married,5,High School,Self Employed,Private,32,136615,3265070,2,2638,795,Good,2417846,994227,Personal,10,13.9,1
42,Female,Married,2,Graduate,Salaried,Private,34,111061,698700,3,21151,651,Bad,2190074,4999314,Personal,19,17.22,1
42,Male,Single,0,High School,Salaried,Government,17,274390,2596160,2,15004,425,Bad,3780736,4663402,Education,24,11.27,1
50,Male,Single,2,Graduate,Self Employed,Government,18,102816,3329475,0,47216,525,Good,2076271,3732832,Car,30,7.42,1
58,Male,Single,4,High School,Salaried,Private,9,68616,1081228,1,46890,837,Good,721519,3391912,Car,14,8.98,1
58,Female,Married,0,Graduate,Self Employed,Private,3,223975,742557,1,43092,417,Good,3551421,837955,Personal,29,17.56,1
28,Male,Single,4,Post Graduate,Salaried,Private,29,167456,627563,0,28901,763,Good,4799087,4128719,Education,24,9.87,1
47,Female,Single,2,Post Graduate,Salaried,Business,32,57569,2093771,4,6694,529,Good,3475349,3338388,Education,30,15.18,0
47,Female,Married,3,Graduate,Self Employed,Private,3,40393,1859616,3,1930,540,Good,1871981,931533,Home,27,11.22,0
54,Female,Single,3,High School,Self Employed,Private,8,113165,2934442,1,43871,302,Good,3162523,4103085,Education,8,7.41,1
41,Male,Single,3,Graduate,Self Employed,Business,16,101641,1303777,0,9370,792,Good,3689861,4655393,Education,29,10.64,1
50,Female,Single,4,Graduate,Salaried,Business,23,235625,1416322,3,18212,493,Good,4432959,3996963,Home,16,11.54,0
53,Male,Married,3,High School,Self Employed,Government,12,179895,2282922,3,31552,463,Good,3714821,3635195,Education,5,9.55,0
48,Male,Single,1,Post Graduate,Salaried,Business,25,138120,1975496,0,8991,775,Good,1372726,4168590,Home,20,17.66,1
53,Female,Married,0,Graduate,Self Employed,Private,18,118866,2269766,1,1152,515,Good,541514,3388849,Education,15,17.9,1
25,Female,Married,0,Post Graduate,Self Employed,Business,16,163549,3080195,4,26732,796,Good,4702728,3237127,Personal,15,10.04,1
39,Female,Single,2,Post Graduate,Self Employed,Government,29,205155,3243483,1,35511,728,Good,3530264,564183,Car,27,17.55,1
24,Male,Single,5,Post Graduate,Salaried,Private,25,46417,2239337,1,33285,389,Bad,1719004,1683634,Car,20,17.12,0
55,Male,Married,4,Graduate,Self Employed,Government,12,56861,1569695,1,6328,620,Good,380151,3850494,Personal,9,17.44,1
37,Female,Married,0,Graduate,Salaried,Government,17,170110,2398336,1,14942,504,Good,1481346,1363175,Education,28,15.1,1
48,Female,Married,4,High School,Self Employed,Government,20,171440,3488012,2,14349,699,Good,4745436,4593933,Personal,7,12.38,1
50,Male,Married,2,High School,Self Employed,Business,33,36761,3336611,0,22596,858,Good,644212,1968721,Car,18,11.53,1
49,Male,Married,3,Graduate,Salaried,Business,8,295661,2649753,4,11965,414,Bad,756374,1416212,Car,12,7.31,0
26,Female,Single,5,High School,Salaried,Government,29,84470,1525324,4,42581,692,Good,3537520,4210707,Personal,7,9.36,1
55,Male,Married,2,Post Graduate,Salaried,Government,28,276810,2598103,2,12029,563,Good,1809754,2721933,Education,23,15.13,1
57,Male,Single,1,Post Graduate,Self Employed,Government,28,51976,3536024,4,4739,629,Good,1922649,2935130,Car,24,8.25,0
44,Male,Married,3,Graduate,Self Employed,Government,18,271966,2671822,2,46589,781,Good,4946628,1447748,Personal,16,7.14,1
49,Male,Single,3,Post Graduate,Salaried,Business,7,266608,3443244,2,22147,474,Bad,4530724,2443938,Car,24,15.7,1
51,Male,Married,3,Graduate,Self Employed,Business,16,53547,2347043,4,39221,511,Good,4687928,3553692,Personal,22,11.31,0
55,Male,Single,2,Graduate,Salaried,Government,11,53306,566245,4,23616,664,Good,4050218,2731554,Car,27,11.35,1
53,Female,Single,1,Graduate,Salaried,Business,14,122333,2759329,1,7868,694,Good,2023736,4476551,Personal,23,9.99,1
41,Male,Married,5,Post Graduate,Self Employed,Private,4,281000,1128225,2,43952,868,Good,4462119,2625902,Business,19,16.24,1
52,Female,Married,4,Graduate,Salaried,Business,33,127601,1704607,3,24990,761,Bad,2610507,4437841,Education,12,15.99,1
43,Female,Single,2,Graduate,Self Employed,Government,2,149571,1340901,0,36265,650,Good,2633053,104959,Car,19,12.56,0
53,Male,Single,0,High School,Salaried,Business,4,77577,1928216,1,433,723,Good,1420481,988497,Education,26,13.46,1
23,Female,Single,0,Post Graduate,Self Employed,Private,33,230076,2487106,2,27926,687,Good,1159833,4014121,Business,17,9.7,1
38,Female,Married,2,Graduate,Salaried,Private,8,165347,1331571,1,29645,549,Good,855663,2224779,Business,24,8.59,1
45,Female,Married,4,High School,Self Employed,Business,23,26222,317754,1,49378,690,Good,3567234,2420742,Business,1,10.65,1
51,Male,Married,0,Graduate,Salaried,Private,4,107336,2353656,0,30928,683,Good,3530010,1874304,Education,27,15.54,1
23,Female,Married,4,Post Graduate,Self Employed,Private,26,257083,912824,4,18235,401,Good,1578093,3798810,Car,27,16.82,0
60,Male,Single,3,High School,Self Employed,Business,19,31455,1382890,4,49207,748,Good,911233,859847,Car,9,11.59,0
44,Female,Married,2,High School,Self Employed,Business,1,158215,536348,0,15459,857,Good,3284041,1876857,Education,7,16.87,1
52,Female,Married,3,Graduate,Salaried,Business,22,146615,3448776,1,26198,341,Bad,1349261,1886526,Home,2,10.24,1
42,Female,Married,0,Graduate,Self Employed,Government,33,31876,1723604,2,289,391,Good,1491422,4731181,Personal,20,11.19,0
43,Female,Married,4,Post Graduate,Salaried,Government,28,44463,1128340,4,15854,579,Bad,3195443,3314889,Car,25,10.5,0
22,Male,Married,3,Post Graduate,Salaried,Private,34,114997,2295110,3,7909,437,Good,16336,392355,Business,25,9.66,0
47,Female,Single,0,Graduate,Salaried,Private,29,49200,501535,2,13992,674,Good,1808741,2987453,Education,17,11.41,1
22,Female,Married,1,High School,Self Employed,Business,2,142270,1384725,1,20476,685,Good,556505,2485914,Car,27,10.71,1
46,Male,Single,3,Post Graduate,Salaried,Private,9,281380,3309962,3,14549,524,Bad,3266221,1549163,Business,11,9.37,0
37,Male,Married,1,Post Graduate,Salaried,Business,33,186424,2217334,2,6953,647,Good,1744635,1673242,Business,30,12.82,1
60,Male,Married,1,High School,Self Employed,Government,0,63070,3146465,0,17217,646,Good,4697575,1528554,Business,5,14.19,0
53,Female,Married,5,Graduate,Self Employed,Business,5,22350,3035469,3,27283,741,Good,4728470,218069,Car,9,15.12,0
29,Male,Married,0,Post Graduate,Self Employed,Private,5,111074,1532072,1,9381,550,Good,4516873,2911083,Car,8,15.7,1
59,Male,Single,2,High School,Self Employed,Business,15,160403,2761173,3,20260,862,Good,4727323,3478620,Education,27,12.58,1
49,Male,Single,4,Post Graduate,Salaried,Business,0,292703,1880344,0,26404,892,Good,988852,3041980,Education,9,11.0,1
46,Male,Married,0,High School,Salaried,Business,4,230383,2300943,4,29043,555,Good,2625245,2141094,Education,20,9.89,0
55,Male,Single,5,Post Graduate,Salaried,Private,24,291822,370272,4,38327,780,Good,3745376,3771974,Home,27,11.64,1
45,Male,Single,5,Graduate,Salaried,Business,26,61924,749121,4,11655,473,Good,1747736,3967350,Car,25,10.32,0
44,Female,Married,3,High School,Salaried,Business,25,88201,1058278,0,40412,814,Bad,2875148,4410599,Car,27,13.04,1
33,Male,Single,4,Post Graduate,Self Employed,Private,15,216428,3359979,2,24468,882,Good,1302974,62618,Education,23,7.13,1
27,Female,Single,5,Post Graduate,Salaried,Government,25,132625,339313,0,40358,605,Good,33255,69500,Home,30,12.21,0
56,Male,Married,2,High School,Self Employed,Government,27,267771,1351877,3,7087,847,Good,4363780,887209,Car,2,15.14,1
40,Male,Married,0,High School,Self Employed,Private,27,164201,1360557,2,44689,343,Good,4228185,1481849,Education,10,10.07,1
21,Male,Single,2,Graduate,Salaried,Government,29,90781,1580463,4,25150,897,Good,1913577,4448077,Car,24,16.59,1
28,Female,Married,3,High School,Salaried,Business,12,77713,2672847,0,11986,778,Bad,4508371,555085,Home,12,9.0,1
36,Male,Married,0,Post Graduate,Salaried,Private,24,264451,2810414,1,29576,786,Good,3262430,1786177,Personal,29,15.69,1
34,Male,Married,3,Graduate,Self Employed,Business,18,71227,2975436,4,23866,569,Bad,4923230,1575114,Business,28,15.15,0
32,Male,Single,4,High School,Self Employed,Business,12,229345,2859248,1,18486,894,Good,2075520,3484297,Education,24,11.34,1
43,Male,Married,4,Post Graduate,Self Employed,Private,10,98350,2376049,2,7644,454,Good,4320441,3502555,Business,14,7.02,1
35,Female,Married,2,High School,Salaried,Business,22,132604,264592,4,5425,753,Bad,4441627,1737711,Education,9,8.05,1
48,Female,Single,2,Post Graduate,Self Employed,Private,13,187830,2259074,0,40354,301,Good,316612,1911371,Home,26,13.06,1
54,Female,Single,4,Post Graduate,Self Employed,Business,9,274161,242443,1,26820,888,Good,688675,666798,Personal,14,17.21,1
22,Female,Single,1,Graduate,Self Employed,Government,33,165933,2251845,0,38189,802,Good,2697856,4866135,Personal,19,11.89,1
52,Female,Single,4,Graduate,Self Employed,Business,22,179775,1553867,4,29649,346,Good,424935,242344,Education,9,15.38,0
43,Male,Single,0,High School,Salaried,Business,20,199653,2280010,0,24774,487,Good,4100575,1188046,Car,14,8.73,1
42,Male,Married,3,Graduate,Self Employed,Private,19,50043,2345576,4,7977,488,Good,3118655,3301993,Car,22,15.79,0
45,Male,Single,4,High School,Salaried,Government,31,253082,3300382,3,8116,595,Good,2656041,4092280,Car,25,9.9,0
42,Female,Married,4,Graduate,Salaried,Business,13,106387,1072257,0,16556,304,Good,3275345,3234315,Personal,30,8.37,1
42,Male,Single,5,Graduate,Salaried,Business,23,281585,1699948,3,31029,522,Good,4399003,1367266,Personal,30,12.18,0
26,Female,Married,3,High School,Salaried,Government,17,20994,535007,1,458,388,Good,2454341,3408217,Car,11,12.55,0
35,Male,Married,5,Graduate,Self Employed,Government,29,55257,395921,0,42920,631,Good,81557,2400113,Business,22,13.5,0
57,Female,Single,3,Graduate,Salaried,Government,27,219269,919683,0,42384,750,Good,609007,4629575,Personal,12,12.18,1
53,Male,Single,0,Graduate,Salaried,Government,13,264739,3247863,1,778,541,Good,1004118,1409282,Car,4,11.64,1
28,Male,Single,3,Graduate,Self Employed,Government,20,205714,512356,0,46718,450,Good,3253054,3645180,Home,5,14.01,1
25,Male,Single,2,High School,Self Employed,Business,33,247005,2432161,4,48748,748,Good,4247855,540779,Business,5,14.99,1
59,Male,Single,4,Post Graduate,Self Employed,Government,4,166416,1446447,3,27483,378,Bad,3863428,3736417,Education,19,11.51,0
24,Female,Single,3,High School,Self Employed,Government,30,42218,1665022,2,43913,787,Bad,4868609,3692500,Personal,14,16.05,1
26,Male,Married,0,High School,Salaried,Business,2,280154,2476101,4,33559,888,Good,1074319,3013458,Home,5,11.01,0
52,Male,Married,3,High School,Self Employed,Private,22,111466,2581226,2,40928,721,Good,4287109,4399317,Car,8,16.86,1
50,Male,Married,4,Graduate,Self Employed,Business,29,248252,3090507,1,46842,436,Bad,168670,368816,Home,20,9.1,1
55,Female,Married,1,Graduate,Salaried,Private,29,254386,3092759,1,43831,647,Good,3512866,566411,Personal,23,13.42,1
60,Male,Married,3,Post Graduate,Salaried,Government,6,140323,2670330,0,21882,594,Good,1381768,2915359,Personal,15,17.11,1
36,Male,Single,2,Graduate,Self Employed,Private,4,280011,1077468,4,47428,815,Good,1568118,2389627,Business,1,9.4,1
33,Male,Single,4,Post Graduate,Salaried,Business,5,25515,1604397,2,17047,637,Good,2645940,2036038,Business,3,17.84,0
50,Male,Married,0,Post Graduate,Self Employed,Private,13,27920,3157985,3,15531,324,Good,2214115,1358865,Car,12,15.87,0
39,Male,Married,4,Graduate,Self Employed,Private,10,136614,2739890,4,8011,526,Good,1032767,2353616,Education,20,11.45,0
37,Female,Single,5,Post Graduate,Salaried,Private,1,221684,1332511,1,16056,545,Good,1146948,3526612,Business,5,12.39,0
39,Female,Single,1,High School,Salaried,Government,30,83968,1434399,4,16358,658,Good,3507413,681516,Home,4,8.0,1
48,Female,Single,0,High School,Salaried,Business,26,124889,3189256,3,9963,509,Good,3334744,4363422,Home,22,11.93,0
46,Male,Single,1,High School,Salaried,Private,15,264286,1244601,4,49443,716,Good,2746131,4133130,Education,17,17.89,1
57,Female,Married,1,Post Graduate,Self Employed,Government,1,248494,3591459,0,27664,691,Good,365445,3995086,Personal,15,17.92,1
46,Male,Married,2,Post Graduate,Self Employed,Business,25,271812,2961685,3,29391,877,Good,596826,1211768,Home,7,8.81,1
43,Male,Single,3,High School,Salaried,Business,15,49792,2638988,2,13278,751,Good,3573360,2827576,Personal,17,7.16,1
29,Male,Single,2,Graduate,Self Employed,Business,8,142725,1428008,1,42769,634,Bad,3778199,3544354,Business,25,8.56,1
